,target,ConstrPattern
4672,освободить 4.2,Snom V Sacc Sdat
4673,освободить 5.1,Snom V Sacc от + Sgen
4674,освободить 6.1,Snom V Sacc
4675,освободить 6.2,Snom V Sacc от + Sgen
4676,освободить 7.1,Snom V Sacc
4677,освободиться 1.1,Snom V
4678,освободиться 1.2,Snom V {из + Sgen / с + Sgen}
4679,освободиться 1.3,Snom V из-под + Sgen
4680,освободиться 2.1,Snom V
4681,освободиться 2.2,Snom V от + Sgen
4682,освободиться 3.1,Snom V
4683,освободиться 3.2,Snom V {из + Sgen / от + Sgen}
4684,освободиться 4.1,Snom V от + Sgen
4685,освободиться 5.1,Snom V
4686,освободиться 5.2,Snom V от + Sgen
4687,освободиться 6.1,Snom V
4688,освоить 1.1,Snom V Sacc
4689,освоиться 1.1,Snom V
4690,освоиться 1.2,Snom V {ADV / PRгде + Sx}
4691,освоиться 1.3,Snom V с + Sins
4692,освоиться 2.1,Snom V с + Sins
4693,оскорбить 1.1,Snom V Sacc
4694,оскорбить 1.2,Snom V Sacc Sins
4695,оскорбить 2.1,Snom V Sacc
4696,ослабить 1.1,Snom V Sacc
4697,ослабить 2.1,Snom V Sacc
4698,ослабить 3.1,Snom V Sacc
4699,осмотреть 1.1,Snom V Sacc
4700,осмотреть 1.2,Snom V Sacc со + всех + сторон
4701,осмотреть 1.3,Snom V Sacc с + ног + до + головы
4702,осмотреть 2.1,Snom V Sacc
4703,осмотреть 3.1,Snom V Sacc
4704,основать 1.1,Snom V Sacc
4705,основать 1.2,Snom V Sacc {ADV / PRгде + Sx}
4706,основать 1.3,Snom V Sacc {ADV / PR + Sx}
4707,основать 2.1,Snom V Sacc на + Sloc
4708,основываться 1.1,Snom V на + Sloc
4709,оставить 1.2,Snom V Sacc
4710,оставить 1.1,Snom V Sacc {ADV / PRгде + Sx}
4711,оставить 1.3,Snom V Sacc {для + Sgen / Sdat}
4712,оставить 1.4,Snom V Sacc на + Sacc
4713,оставить 15.4,Snom V Sacc на + Sacc
4714,оставить 15.5,Snom V Sacc с + Sins
4715,оставить 16.1,Snom V Sacc при + Sloc
4716,оставить 1.4,Snom V Sacc Vinf
4717,оставить 2.1,Snom V Sacc
4718,оставить 2.2,Snom V Sacc у + Sgen
4719,оставить 2.3,Snom V Sacc Sdat
4720,оставить 3.1,Snom V Sacc на + Sacc
4721,оставить 2.5,Snom V Sacc за + Sins
4722,оставить 2.4,Snom V Sacc при + Sloc
4723,оставить 17.2,Snom V Sacc
4724,оставить 17.5,Snom V Sacc без + Sgen
4725,оставить 16.2,Snom V Sacc {за + Sacc / в + качестве + Sgen}
4726,оставить 3.2,Snom V Sacc {Ains / Sins}
4727,оставить 17.3,Snom V Sacc в + Sloc
4728,оставить 17.4,Snom V Sacc на + Sloc
4729,оставить 3.5,Snom V Sacc Vinf
4730,оставить 5.3,Snom V Sacc
4731,оставить 4.2,Snom V Sacc PRгде + Sx
4732,оставить 4.3,Snom V Sacc после + себя
4733,оставить 5.1,Snom V Sacc
4734,оставить 5.2,Snom V Sacc Sdat
4735,оставить 6.1,Snom V Sacc
4736,оставить 6.2,Snom V Sacc после + себя
4737,оставить 6.3,Snom V Sacc Sins
4738,оставить 7.1,Snom V Sacc
4739,оставить 8.1,Snom V Sacc
4740,оставить 9.1,Snom V Sacc
4741,оставить 10.1,Snom V Sacc
4742,оставить 11.1,Snom V Sacc
4743,оставить 12.1,Snom V Sacc {позади + себя / за + собой / за + спиной}
4744,оставить 13.1,Vimper
4745,оставить 14.1,Snom V Sacc Sins
4746,остановить 1.1,Snom V Sacc
4747,остановить 2.1,Snom V Sacc
4748,остановить 3.1,Snom V Sacc
4749,остановить 4.1,Snom V Sacc
4750,остановить 5.1,Snom V Sacc на + Sloc
4751,остановиться 1.1,Snom V
4752,остановиться 1.2,Snom V {ADV / PRгде + Sx}
4753,остановиться 1.3,Snom V Vinf
4754,остановиться 2.1,Snom V
4755,остановиться 2.2,Snom V на + Sloc
4756,остановиться 3.1,Snom V
4757,остановиться 4.1,Snom V перед + Sins
4758,остановиться 5.1,Snom V на + Sloc
4759,остановиться 6.1,Snom V на + Sloc
4760,остановиться 7.1,Snom V на + Sloc
4761,остановиться 8.1,Snom V {ADV / PRгде + Sx}
4762,остановиться 8.2,Snom V на + Sacc
4763,остановиться 8.3,Snom V {ADV / PRгде + Sx} на + Sacc
4764,остаться 1.2,Snom V
4765,остаться 1.1,Snom V {ADV / PRгде + Sx}
4766,остаться 1.3,Snom V {ADV / PR + Sx} [{ADV / PRгде + Sx}]
4767,остаться 1.4,Snom V {ADV / Sacc} {ADV / PRгде + Sx}
4768,остаться 1.5,Snom V на + Sacc
4769,остаться 1.7,Snom V на + Sacc
4770,остаться 1.8,Snom V с + Sins
4771,остаться 1.9,Snom V при + Sloc
4772,остаться 1.6,Snom V Vinf
4773,остаться 2.1,Snom V
4774,остаться 2.2,Snom V {ADV / PRгде + Sx}
4775,остаться 2.3,Snom V до + Sgen
4776,остаться 2.4,Snom V от + Sgen
4777,остаться 2.5,Snom V у + Sgen
4778,остаться 2.7,Snom V между + Sins
4779,остаться 2.6,Snom V в + Sloc
4780,остаться 3.1,Snom V
4781,остаться 3.2,Snom V PRгде + Sx один
4782,остаться 3.3,Snom V после + Sgen
4783,остаться 4.2,Snom V
4784,остаться 4.1,Vimpers Vinf
4785,остаться 5.1,Snom V {Ains / один / Sins / ADV}
4786,остаться 5.2,Snom V без + Sgen
4787,остаться 5.3,Snom V в + Sloc
4788,остаться 5.4,Snom V при + Sloc
4789,остаться 5.5,Snom V Vinf
4790,остаться 6.1,Snom V у + Sgen
4791,остаться 6.2,Snom V Sdat
4792,остаться 6.3,Snom V за + Sins
4793,остаться 7.1,Snom V за + Sins
4794,остерегаться 1.1,Snom V Sgen
4795,остерегаться 1.2,Snom V Vinf
4796,осудить 1.1,Snom V Sacc
4797,осудить 1.2,Snom V Sacc за + Sacc
4798,осудить 2.1,Snom V Sacc
4799,осудить 2.2,Snom V Sacc за + Sacc
4800,осудить 2.3,Snom V Sacc на + Sacc
4801,осудить 3.1,Snom V Sacc на + Sacc
4802,осуществить 1.1,Snom V Sacc
4803,осуществить 2.1,Snom V Sacc
4804,осыпать 1.1,Snom V Sacc Sins
4805,осыпать 1.2,Sacc Vimpers Sins
4806,осыпать 2.1,Snom V Sacc Sins
4807,осыпать 3.1,Snom V Sacc
4808,осыпать 4.1,Snom V Sacc Sins
4809,отбить 1.1,Snom V Sacc
4810,отбить 1.2,Snom V Sacc от + Sgen
4811,отбить 1.3,Snom V Sacc у + Sgen
4812,отбить 1.4,Snom V Sacc Sins
4813,отбить 2.1,Snom V Sacc
4814,отбить 2.2,Snom V Sacc {ADV / PRкуда + Sx}
4815,отбить 2.3,Snom V Sacc Sins
4816,отбить 3.1,Snom V Sacc
4817,отбить 3.2,Snom V Sacc у + Sgen
4818,отбить 4.1,Snom V Sacc
4819,отбить 4.2,Sacc Vimpers
4820,отбить 5.1,Snom V Sacc
4821,отбить 5.2,Snom V Sacc Sdat
4822,отбить 5.3,Snom V Sacc о + Sacc
4823,отбить 6.1,Snom V Sacc
4824,отбить 6.2,Snom V Sacc Sins
4825,отбить 7.1,Snom V Sacc
4826,отбить 8.1,Snom V Sacc
4827,отбиться 1.1,Snom V
4828,отбиться 1.2,Snom V от + Sgen
4829,отбиться 1.3,Snom V у + Sgen
4830,отбиться 2.1,Snom V
4831,отбиться 2.2,Snom V от + Sgen
4832,отбиться 2.3,Snom V Sins
4833,отбиться 3.1,Snom V
4834,отбиться 4.1,Snom V
4835,отбиться 4.2,Snom V от + Sgen
4836,отбросить 1.1,Snom V Sacc
4837,отбросить 1.2,Snom V Sacc PRоткуда + Sx
4838,отбросить 1.3,Snom V Sacc {ADV / PRкуда + Sx}
4839,отбросить 1.4,Snom V Sacc Sins
4840,отбросить 2.1,Snom V Sacc
4841,отбросить 3.1,Snom V Sacc
4842,отбросить 3.2,Snom V Sacc {ADV / PRоткуда + Sx}
4843,отбросить 3.3,Snom V Sacc {ADV / PRкуда + Sx}
4844,отбросить 3.4,Snom V Sacc на + Sacc
4845,отбросить 4.1,Snom V Sacc
4846,отвергнуть 1.1,Snom V Sacc
4847,отвернуться 1.1,Snom V
4848,отвернуться 1.2,Snom V от + Sgen
4849,отвернуться 1.3,Snom V {ADV / PRкуда + Sx}
4850,отвернуться 2.1,Snom V
4851,отвернуться 3.1,Snom V от + Sgen
4852,отвести 1.1,Snom V Sacc {ADV / PRкуда + Sx}
4853,отвести 1.2,Snom V Sacc от + Sgen
4854,отвести 2.1,Snom V Sacc
4855,отвести 2.2,Snom V Sacc от + Sgen
4856,отвести 2.3,Snom V Sacc Sins
4857,отвести 3.1,Snom V Sacc
4858,отвести 3.2,Snom V Sacc {ADV / PRкуда + Sx}
4859,отвести 4.1,Snom V Sacc
4860,отвести 4.2,Snom V Sacc
4861,отвести 5.1,Snom V Sacc Sdat
4862,отвести 5.2,Snom V Sacc под + Sacc
4863,отвести 5.3,Snom V Sacc на + Sacc
4864,ответить 1.1,Snom V ADV
4865,ответить 1.2,Snom V Sdat
4866,ответить 1.3,Snom V Sacc
4867,ответить 1.4,Snom V на + Sacc
4868,ответить 1.5,Snom V Sins
4869,ответить 1.6,Snom V что + CL
4870,ответить 1.7,Snom V CLi
4871,ответить 1.8,Snom V Rel + CL
4872,ответить 1.9,Snom V «CL»
4873,ответить 2.1,Snom V
4874,ответить 2.2,Snom V {ADV / PR + Sx}
4875,ответить 2.3,Snom V Sdat
4876,ответить 2.4,Snom V по + Sdat
4877,ответить 2.5,Snom V Sacc
4878,ответить 2.6,Snom V на + Sacc
4879,ответить 3.1,Snom V
4880,ответить 3.2,Snom V Sdat
4881,ответить 3.3,Snom V на + Sacc
4882,ответить 3.4,Snom V Sins
4883,ответить 4.1,Snom V Sdat
4884,ответить 4.2,Snom V на + Sacc
4885,ответить 4.3,Snom V Sins
4886,ответить 5.1,Snom V за + Sacc
4887,ответить 5.2,Snom V перед + Sins
4888,ответить 6.1,Snom V за + Sacc
4889,ответить 6.2,Snom V перед + Sins
4890,ответить 7.1,Snom V Sdat
4891,отговорить 1.1,Snom V Sacc
4892,отговорить 1.2,Snom V Sacc от + Sgen
4893,отговорить 1.3,Snom V Sacc Vinf
4894,отговорить 2.1,Snom V
4895,отдать 1.1,Snom V Sacc
4896,отдать 1.2,Snom V Sacc Sdat
4897,отдать 2.1,Snom V Sacc Sdat
4898,отдать 3.1,Snom V Sacc
4899,отдать 3.2,Snom V Sacc Sdat
4900,отдать 4.1,Snom V Sacc Sdat
4901,отдать 4.2,Snom V Sacc за + Sacc
4902,отдать 4.3,Snom V Sacc на + Sacc
4903,отдать 5.1,Snom V Sacc в + Sacc
4904,отдать 6.1,Snom V Sacc {ADV / по + Sdat}
4905,отдать 6.2,Snom V Sacc за + Sacc
4906,отдать 6.3,Snom V Sacc {ADV / по + Sdat / за + Sacc} Sdat
4907,отдать 7.1,Snom V Sacc в + Sacc
4908,отдать 7.2,Snom V Sacc на + Sacc
4909,отдать 8.4,Snom V Sacc под + Sacc
4910,отдать 7.3,Snom V Sacc Vinf
4911,отдать 8.3,Snom V Sacc Vinf
4912,отдать 8.1,Snom V Sacc в + Sacc
4913,отдать 8.2,Snom V Sacc в + Snom
4914,отдать 9.1,Snom V Sacc
4915,отдать 10.1,Snom V в + Sacc
4916,отдать 10.2,Vimpers в + Sacc
4917,отдать 11.1,Snom V в + Sacc
4918,отдать 12.1,Snom V Sins
4919,отдать 13.1,Snom V Sacc
4920,отдать 14.1,Snom V Sacc Sdat
4921,отдаться 1.1,Snom V Sdat
4922,отдаться 1.2,Snom V на + Sacc
4923,отдаться 2.1,Snom V Sdat
4924,отдаться 3.1,Snom V Sdat
4925,отдаться 4.1,Snom V Sdat
4926,отдаться 5.1,Snom V {ADV / PRгде + Sx}
4927,отделаться 1.1,Snom V от + Sgen
4928,отделаться 2.1,Snom V Sins
4929,отделаться 3.1,Snom V {ADV / Sins}
4930,отделить 1.1,Snom V Sacc от + Sgen
4931,отделить 2.1,Snom V Sacc
4932,отделить 2.2,Snom V Sacc от + Sgen
4933,отделить 2.3,Snom V Sacc Sins
4934,отделить 3.1,Snom V Sacc
4935,отделить 4.1,Snom V Sacc
4936,отделить 4.2,Snom V Sacc от + Sgen
4937,отдыхать 1.1,Snom V
4938,отдыхать 1.2,Snom V {ADV / PRгде + Sx}
4939,отдыхать 1.3,Snom V от + Sgen
4940,отдыхать 2.1,Snom V
4941,отдыхать 2.2,Snom V {ADV / PRгде + Sx}
4942,отдыхать 2.3,Snom V Sacc
4943,отказать 1.1,Snom V
4944,отказать 1.2,Snom V Sdat
4945,отказать 1.3,Snom V Sdat в + Sloc
4946,отказать 2.1,Snom V Sdat в + Sloc
4947,отказать 3.1,Snom V
4948,отказать 3.2,Snom V Sdat
4949,отказаться 1.1,Snom V
4950,отказаться 1.2,Snom V от + Sgen
4951,отказаться 1.3,Snom V Vinf
4952,отказаться 2.1,Snom V от + Sgen
4953,отказаться 3.1,Snom V от + Sgen
4954,отказаться 4.1,Snom V Vinf
4955,отклонить 1.1,Snom V Sacc
4956,отклонить 1.2,Snom V Sacc {ADV / PRкуда + Sx}
4957,отклонить 1.3,Snom V Sacc от + Sgen
4958,отклонить 2.1,Snom V Sacc
4959,отклонить 3.1,Snom V Sacc от + Sgen
4960,открыть 1.1,Snom V Sacc
4961,открыть 1.2,Snom V Sacc Sdat
4962,открыть 1.3,Snom V Sacc Sins
4963,открыть 1.4,Snom V Sacc перед + Sins
4964,открыть 2.1,Snom V Sacc
4965,открыть 2.2,Snom V Sacc Sins
4966,открыть 3.1,Snom V Sacc
4967,открыть 4.1,Snom V Sacc
4968,открыть 4.2,Snom V Sacc Sdat
4969,открыть 5.1,Snom V Sacc
4970,открыть 5.2,Snom V Sacc Sdat
4971,открыть 5.3,Snom V Sacc перед + Sins
4972,открыть 6.1,Snom V Sacc
4973,открыть 7.1,Snom V Sacc
4974,открыть 7.2,Snom V Rel + CL
4975,открыть 7.3,Snom V {Sacc / Rel + CL} Sdat
4976,открыть 7.4,Snom V {Sacc / Rel + CL} перед + Sins
4977,открыть 8.1,Snom V Sacc
4978,открыть 9.1,Snom V Sacc
4979,открыть 9.2,Snom V что + CL
4980,открыть 9.3,Snom V Sacc {ADV / PRгде + Sx}
4981,открыть 10.1,Snom V Sacc
4982,открыть 11.1,Snom V Sacc
4983,открыть 12.1,Snom V Sacc
4984,открыть 12.2,Snom V Sacc {ADV / PRгде + Sx}
4985,открыться 1.1,Snom V
4986,открыться 1.2,Snom V перед + Sins
4987,открыться 2.1,Snom V
4988,открыться 2.2,Snom V у + Sgen
4989,открыться 3.1,Snom V перед + Sins
4990,открыться 4.1,Snom V
4991,открыться 5.1,Snom V перед + Sins
4992,открыться 6.1,Snom V Sdat
4993,открыться 6.2,Snom V перед + Sins
4994,открыться 7.1,Snom V
4995,открыться 8.1,Snom V {Sdat / перед + Sins}
4996,открыться 8.2,Snom V в + Sloc
4997,открыться 9.1,Snom V
4998,открыться 10.1,Snom V
4999,открыться 10.2,Snom V {ADV / PRгде + Sx}
5000,отличать 1.1,Snom V Sacc
5001,отличать 1.2,Snom V Sacc от + Sgen
5002,отличать 2.1,Snom V Sacc
5003,отличать 2.2,Snom V Sacc от + Sgen
5004,отличать 3.1,Snom V Sacc {из + Sgen / среди + Sgen}
5005,отличать 3.2,Snom V Sacc в + Sloc
5006,отличаться 1.1,Snom V от + Sgen
5007,отличаться 1.2,Snom V Sins
5008,отличаться 1.3,Snom V от + Sgen {по + Sdat / Sins}
5009,отличаться 2.1,Snom V
5010,отличаться 2.2,Snom V в + Sloc
5011,отличаться 2.3,Snom V при + Sloc
5012,отложить 1.1,Snom V Sacc
5013,отложить 1.2,Snom V Sacc {ADV / PRкуда + Sx}
5014,отложить 2.1,Snom V Sacc
5015,отложить 2.2,Snom V Sacc на + Sacc
5016,отложить 3.1,Snom V Sacc
5017,отложить 3.2,Snom V Sacc до + Sgen
5018,отложить 3.3,Snom V Sacc на + Sacc
5019,отложить 4.1,Snom V Sacc
5020,отложить 5.1,Snom V Sacc от + Sgen
5021,отложить 5.2,Snom V Sacc на + Sloc
5022,отменить 1.1,Snom V Sacc
5023,отменить 2.1,Snom V Sacc
5024,отмереть 1.1,Snom V
5025,отметить 1.1,Snom V Sacc
5026,отметить 1.2,Snom V Rel + CL
5027,отметить 1.3,Snom V Sacc Sins
5028,отметить 2.1,Snom V Sacc
5029,отметить 3.1,Snom V Sacc
5030,отметить 3.2,Snom V что + CL
5031,отметить 3.3,Snom V Rel + CL
5032,отметить 4.1,Snom V Sacc
5033,отметить 4.2,Snom V что + CL
5034,отметить 4.3,Snom V Rel + CL
5035,отметить 5.1,Snom V Sacc
5036,отметить 5.2,Snom V Sacc за + Sacc
5037,отметить 5.3,Snom V Sacc Sins
5038,отметить 6.1,Snom V Sacc
5039,отметить 6.2,Snom V Sacc Sins
5040,относиться 1.1,Snom V к + Sdat {ADV / PR + Sx}
5041,относиться 2.1,Snom V к + Sdat
5042,относиться 3.1,Snom V к + Sdat
5043,относиться 4.1,Snom V к + Sdat ADV
5044,отнять 1.1,Snom V Sacc
5045,отнять 1.2,Snom V Sacc у + Sgen
5046,отнять 2.1,Snom V Sacc у + Sgen
5047,отнять 3.1,Snom V Sacc
5048,отнять 3.2,Snom V Sacc у + Sgen
5049,отнять 4.1,Snom V Sacc
5050,отнять 4.2,Snom V Sacc у + Sgen
5051,отнять 5.1,Snom V Sacc Sdat
5052,отнять 6.1,Snom V Sacc
5053,отнять 6.2,Snom V Sacc от + Sgen
5054,отнять 7.1,Snom V Sacc от + Sgen
5055,отозваться 1.1,Snom V
5056,отозваться 1.2,Snom V на + Sacc
5057,отозваться 1.3,Snom V «CL»
5058,отозваться 2.1,Snom V на + Sacc
5059,отозваться 3.1,Snom V Sins в + Sloc
5060,отозваться 4.1,Snom V на + Sloc
5061,отозваться 5.1,Snom V о + Sloc {ADV / PR + Sx}
5062,отойти 1.1,Snom V
5063,отойти 1.2,Snom V {ADV / PRкуда + Sx}
5064,отойти 1.3,Snom V от + Sgen
5065,отойти 1.4,Snom V на + Sacc
5066,отойти 1.5,Snom V Vinf
5067,отойти 2.1,Snom V
5068,отойти 2.2,Snom V {ADV / PR + Sx}
5069,отойти 2.3,Snom V от + Sgen
5070,отойти 3.1,Snom V {ADV / PRкуда + Sx}
5071,отойти 4.1,Snom V
5072,отойти 4.2,Snom V {ADV / PRоткуда + Sx}
